Name,Course_title,Course_name,Session,Class_Number,Career,Units,Grading,Description,Enrollment_Requirements,Add_Consent,Instructor,Meets,Dates,Room,Instruction_Mode,Campus,Location,Components,Status
Section: E-LEC (17135)  Session: Regular Academic Session Days/Times: MoWe 12:30pm - 2:20pm Dates: 01/27/2020 - 05/11/2020 Instructor: Lindsey Van Wagenen Status: Closed,MA-UY 2114 - E,Calculus III: Multi-Dimensional Calculus,Regular Academic Session,17135,Undergraduate,4 units,Ugrd Tandon Graded,"Vectors in the plane and space. Partial derivatives with applications, especially Lagrange multipliers. Double and triple integrals. Spherical and cylindrical coordinates. Surface and line integrals. Divergence, gradient, and curl. Theorems of Gauss and Stokes. | Prerequisite: MA-UY 1124 or MA-UY 1424 or MA-UY 1132.",None,"MA-UY 2114 Prerequisite: MA-UY 1124, MA-UY 1424, or MA-UY 1132",Lindsey Van Wagenen,MoWe 12:30PM - 2:20PM,Jacobs Academic Bldg Rm 775 Loc: Brooklyn Campus,01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Lecture Required,Closed
Section: C-LEC (16991)  Session: Regular Academic Session Days/Times: TuTh 2:00pm - 3:50pm Dates: 01/27/2020 - 05/11/2020 Instructor: Rachel Jacobovits Status: Open,MA-UY 2034 - C,Linear Algebra and Differential Equations,Regular Academic Session,16991,Undergraduate,4 units,Ugrd Tandon Graded,"MA-UY 2034 is an introduction to ordinary differential equations and linear algebra. The course develops the techniques for the analytic and numeric solutions of ordinary differential equations (and systems) that are widely used in modern engineering and science. Linear algebra is used as a tool for solving systems of linear equations as well as for understanding the structure of solutions to linear (systems) of differential equations. Topics covered include the fundamental concepts of linear algebra such as Gaussian elimination, matrix theory, linear transformations, vector spaces, subspaces, basis, eigenvectors, eigenvalues and the diagonalization of matrices, as well as the techniques for the analytic and numeric solutions of ordinary differential equations (and systems) that commonly appear in modern engineering and science. | Prerequisite: MA-UY 1124, MA-UY 1424 or MA-UY 1132. Note: Not open to students who have taken MA-UY 3044 or MA-UY 3054 or MA-UY 3083 or MA-UY 4204.",None,"MA-UY 2034 Prerequisite: MA-UY 1124, MA-UY 1424, or MA-UY 1132, Anti-Requisite: MA-UY 3044 or MA-UY 3054 or MA-UY 4204",Rachel Jacobovits,TuTh 2:00PM - 3:50PM,"Rogers Hall, Rm 211 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Lecture Required,Open
Section: A-LEC (17214)  Session: Regular Academic Session Days/Times: MoWe 9:30am - 10:45am Dates: 01/27/2020 - 05/11/2020 Instructor: Kendall S Smith Status: Closed This is a combined section class,MA-UY 4444 - A,Intro to Math Modeling,Regular Academic Session,17214,Undergraduate,4 units,Ugrd Tandon Graded,"Formulation and analysis of mathematical models. Mathematical tools include dimensional analysis, optimization, simulation, probability, and elementary differential equations. Applications to biology, sports, economics, and other areas of science. The necessary mathematical and scientific background will be developed as needed. Students participate in formulating models as well as in analyzing them. | Prerequisites: C or better in MA-UY 2114 Note: Not open to students who have taken MA-UY 2393.",None,MA-UY 4444 Prerequisites: C or better in MA-UY 2114,Kendall S Smith,MoWe 9:30AM - 10:45AM,Bldg:CIWW  Room:1302 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: A-LEC (17292)  Session: Regular Academic Session Days/Times: TuTh 3:30pm - 5:20pm Dates: 01/27/2020 - 05/11/2020 Instructor: Dimitrios Giannakis Status: Closed This is a combined section class,MA-UY 3044 - A,Linear Algebra,Regular Academic Session,17292,Undergraduate,4 units,Ugrd Tandon Graded,"Systems of linear equations, Gaussian elimination, matrices, determinants, Cramer's rule. Vectors, vector spaces, basis and dimension, linear transformations. Eigenvalues, eigenvectors, and quadratic forms. Restricted to Tandon math and CS majors and students with a permission code from the math department. Fulfills linear algebra requirement for the BS Math and BS CS degrees.  Note: Not open to students who have already taken MA-UY 1533, MA-UY 2034, MA-UY 3113 or MA-UY 3054. | Prerequisite: C or better in MA-UY 1024 or MA-UY 1324 or MA-UY 1022",None,"MA-UY 3044 Prerequisites: A grade of C or better in MA-UY 1024 or MA-UY 1324 or MA-UY 1022, Anti-Requisites: MA-UY 2034 or MA-UY 3054",Dimitrios Giannakis,TuTh 3:30PM - 5:20PM,Bldg:BOBS  Room:LL138 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,Lecture Required,Open
Section: A-LEC (20315)  Session: Regular Academic Session Days/Times: TuTh 4:00pm - 5:15pm Dates: 01/27/2020 - 05/11/2020 Instructor: Yisong Yang Status: Open,MA-UY 4434 - A,Applied Complex Variables,Regular Academic Session,20315,Undergraduate,4 units,Ugrd Tandon Graded,"A first course in complex analysis, with a focus on applications. Topics to be covered include the complex plane, analytic functions, complex differentiation, the Cauchy-Riemann equations, branch cuts, contour integration, the residue theorem, conformal mapping, applications to potential theory and fluid flow.  Note: Not open to students who have taken MA-UY 3113. | MA-UY 2114 and (MA-UY 2034 or MA-UY 3034 or MA-UY 3044 or MA-UY 3054)",None,MA-UY 4434 prerequisites: MA-UY 2114 and (MA-UY 2034 or MA-UY 3034 or MA-UY 3044 or MA-UY 3054),Yisong Yang,TuTh 4:00PM - 5:15PM,"Rogers Hall, Rm 203 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,"Lecture Required, Recitation Required",Open
Section: A-IND (16666)  Session: Regular Academic Session Days/Times: TBA Dates: 01/27/2020 - 05/11/2020 Instructor: Edward Miller Status: Open,MA-UY 492X - A,INDEPENDENT STUDY,Regular Academic Session,16666,Undergraduate,1 - 4 units,Ugrd Tandon Graded,"In this course, students read, study and investigate selected topics in mathematics.  Students discuss and present problems. | Prerequisite: departmental adviserâ€™s approval.",None,Department Consent Required,Edward Miller,TBA,No Room Required Loc: Brooklyn Campus,01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Independent Study Required,Open
Section: B-LEC (16660)  Session: Regular Academic Session Days/Times: TuTh 2:00pm - 4:50pm Dates: 01/27/2020 - 05/11/2020 Instructor: Hanna Ulman Status: Open,MA-UY 1324 - B,Integrated Calculus I for Engineers,Regular Academic Session,16660,Undergraduate,4 units,Ugrd Tandon Graded,"This course covers: Library of Functions, functions of one variable. Limits, derivatives of functions defined by graphs, tables and formulas, differentiation rules for power, polynomial, exponential and logarithmic functions, derivatives of trigonometric functions, the product and quotient rules, the chain rule, applications of the chain rule, maxima and minima, optimization. The definite integral, the Fundamental Theorem of Calculus and interpretations, theorems about definite integrals, anti-derivatives. MA-UY 1324 is for students who wish to take MA-UY 1024 but need more review of precalculus. MA-UY 1324 covers the same material as MA-UY 1024 but with more contact hours per week, incorporating a full discussion of the required precalculus topics. | Prerequisite: Placement Exam or MA-UY 912 or MA-UY 914. Corequisite: EX-UY 1.",None,Prerequisite: Placement Exam or MA-UY 0912 or MA-UY 0914. Corequisite: EX-UY 1.,Hanna Ulman,TuTh 2:00PM - 4:50PM,"Rogers Hall, Rm 601 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Lecture Required,Open
Section: C-LEC (16997)  Session: Regular Academic Session Days/Times: MoWe 12:30pm - 2:20pm Dates: 01/27/2020 - 05/11/2020 Instructor: Jose A Diaz-Alban Status: Open,MA-UY 2114 - C,Calculus III: Multi-Dimensional Calculus,Regular Academic Session,16997,Undergraduate,4 units,Ugrd Tandon Graded,"Vectors in the plane and space. Partial derivatives with applications, especially Lagrange multipliers. Double and triple integrals. Spherical and cylindrical coordinates. Surface and line integrals. Divergence, gradient, and curl. Theorems of Gauss and Stokes. | Prerequisite: MA-UY 1124 or MA-UY 1424 or MA-UY 1132.",None,"MA-UY 2114 Prerequisite: MA-UY 1124, MA-UY 1424, or MA-UY 1132",Jose A Diaz-Alban,MoWe 12:30PM - 2:20PM,"Rogers Hall, Rm 204 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Lecture Required,Open
Section: ALEC-LEC (16978)  Session: Regular Academic Session Days/Times: MoWe 10:30am - 11:50am Dates: 01/27/2020 - 05/11/2020 Instructor: Jose A Diaz-Alban Status: Open,MA-UY 2314 - ALEC,Discrete Mathematics,Regular Academic Session,16978,Undergraduate,4 units,Ugrd Tandon Graded,"Logic, proofs, set theory, functions, relations, asymptotic notation, recurrences, modeling computation, graph theory. | Prerequisite: Math Diagnostic Exam or MA-UY 912 or MA-UY 914 (minimum calculus level required) | Prerequisite for Shanghai students: MATH-SHU 110. Note: This course and CS-GY 6003 cannot both be taken for credit. Co-requisite: EX-UY 2",None,MA-UY 2314 Prerequisite: Math Diagnostic Exam or MA-UY 912 or MA-UY 914 (minimum calculus level required) and Co-requisite: EX-UY 2 | Prerequisite for Shanghai students: MATH-SHU 110 and Co-requisite: EX-UY 2,Jose A Diaz-Alban,MoWe 10:30AM - 11:50AM,"Rogers Hall, Rm 315 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,"Lecture Required, Recitation Required",Open
Section: A2RC-RCT (17485)  Session: Regular Academic Session Days/Times: Fr 12:30pm - 1:45pm Dates: 01/27/2020 - 05/11/2020 Instructor: Yunxiao Xiang Status: Closed This is a combined section class,MA-UY 4324 - A2RC,MATHEMATICS OF FINANCE,Regular Academic Session,17485,Undergraduate,0 units,Ugrd Tandon Graded,"Introduction to the mathematics of finance. Topics include: Linear programming with application pricing and quadratic. Interest rates and present value. Basic probability: random walks, central limit theorem, Brownian motion, lognormal model of stock prices. Black-Scholes theory of options. Dynamic programming with application to portfolio optimization. | Prerequisites: A grade of C+ or better in MA-UY 2114 and a grade of C+ or better in (MA-UY 2054 or MA-UY 2224 or MA-UY 2233 or MA-UY 2414 or MA-UY 3014 or MA-UY 3022 or MA-UY 3514 or MA-UY 4114).",None,MA-UY 4324 Prerequisites: A grade of C+ or better in MA-UY 2114 and a grade of C+ or better in (MA-UY 2054 or MA-UY 2224 or MA-UY 2233 or MA-UY 2414 or MA-UY 3014 or MA-UY 3022 or MA-UY 4114).,Yunxiao Xiang,Fr 12:30PM - 1:45PM,Bldg:CIWW  Room:202 Loc: Washington Square,01/27/2020 - 05/11/2020,In-Person,Washington Square,Washington Square,"Lecture Required, Recitation Required",Open
Section: REC3-RCT (17147)  Session: Regular Academic Session Days/Times: Th 1:00pm - 1:50pm Dates: 01/27/2020 - 05/11/2020 Instructor: Yuhong Yu Status: Closed,MA-UY 2314 - REC3,Discrete Mathematics,Regular Academic Session,17147,Undergraduate,0 units,Ugrd Tandon Graded,"Logic, proofs, set theory, functions, relations, asymptotic notation, recurrences, modeling computation, graph theory. | Prerequisite: Math Diagnostic Exam or MA-UY 912 or MA-UY 914 (minimum calculus level required) | Prerequisite for Shanghai students: MATH-SHU 110. Note: This course and CS-GY 6003 cannot both be taken for credit. Co-requisite: EX-UY 2",None,MA-UY 2314 Prerequisite: Math Diagnostic Exam or MA-UY 912 or MA-UY 914 (minimum calculus level required) and Co-requisite: EX-UY 2 | Prerequisite for Shanghai students: MATH-SHU 110 and Co-requisite: EX-UY 2,Yuhong Yu,Th 1:00PM - 1:50PM,2 MetroTechCtr Rm 812 Loc: Brooklyn Campus,01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,"Lecture Required, Recitation Required",Open
Section: D-LEC (16658)  Session: Regular Academic Session Days/Times: TuTh 2:00pm - 3:50pm Dates: 01/27/2020 - 05/11/2020 Instructor: Irina Bronstein Status: Open,MA-UY 1124 - D,Calculus II for Engineers,Regular Academic Session,16658,Undergraduate,4 units,Ugrd Tandon Graded,"This course covers techniques of integration, introduction to ordinary differential equations, improper integrals, numerical methods of integration, applications of integration, sequences, series, power series, approximations of functions via Taylor polynomials, Taylor series, functions of two variables, graphs of functions of two variables, contour diagrams, linear functions, functions of three variables. MA-UY 1424 is for students who wish to take MA-UY 1124 but need more review of precalculus. MA-UY 1424 covers the same material as MA-UY 1124 but with more contact hours per week, incorporating a full discussion of the required precalculus topics. | Prerequisites: MA-UY 1022 (with a grade of B or better) or MA-UY 1024 or MA-UY 1324 (with a grade of B or better). | Corequisite: EX-UY 1.",None,MA-UY 1124 Prerequisite(s): MA-UY 1022 (with a grade of B or better) or MA-UY 1024 or MA-UY 1324 (with a grade of B or better). | Corequisites: EX-UY 1,Irina Bronstein,TuTh 2:00PM - 3:50PM,"Rogers Hall, Rm 705 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Lecture Required,Open
Section: F-LEC (20313)  Session: Regular Academic Session Days/Times: TuTh 4:00pm - 5:50pm Dates: 01/27/2020 - 05/11/2020 Instructor: Ken Cereste Status: Closed,MA-UY 1124 - F,Calculus II for Engineers,Regular Academic Session,20313,Undergraduate,4 units,Ugrd Tandon Graded,"This course covers techniques of integration, introduction to ordinary differential equations, improper integrals, numerical methods of integration, applications of integration, sequences, series, power series, approximations of functions via Taylor polynomials, Taylor series, functions of two variables, graphs of functions of two variables, contour diagrams, linear functions, functions of three variables. MA-UY 1424 is for students who wish to take MA-UY 1124 but need more review of precalculus. MA-UY 1424 covers the same material as MA-UY 1124 but with more contact hours per week, incorporating a full discussion of the required precalculus topics. | Prerequisites: MA-UY 1022 (with a grade of B or better) or MA-UY 1024 or MA-UY 1324 (with a grade of B or better). | Corequisite: EX-UY 1.",None,MA-UY 1124 Prerequisite(s): MA-UY 1022 (with a grade of B or better) or MA-UY 1024 or MA-UY 1324 (with a grade of B or better). | Corequisites: EX-UY 1,Ken Cereste,TuTh 4:00PM - 5:50PM,"Rogers Hall, Rm 325 Loc: Brooklyn Campus",01/27/2020 - 05/11/2020,In-Person,Washington Square,Brooklyn Campus,Lecture Required,Open
